row_index,review,clean_review,lexicon_score,positive_terms,negative_terms,positive_score,negative_score,likely_issue_type,evidence_pattern,reason
10982,Mantappp,mantappp,0.0,,,0.0,0.0,likely_positive,mantap,positive pattern in neutral score zero row
10992,kok kirim kode otpnya lama bgt padahal di hp ada pulsanya,kok kirim kode otp banget padahal hp pulsanya,0.0,kirim:2; banget:1,kode:-3,3.0,-3.0,ambiguous,,
10994,Kenapa akun bank terkunci,kenapa akun bank terkunci,0.0,,,0.0,0.0,ambiguous,,
11030,Mantab,mantab,0.0,,,0.0,0.0,ambiguous,,
11033,cocokny sgni,cocokny sgni,0.0,,,0.0,0.0,ambiguous,,
11060,aplikaso yang sangat keren,aplikaso keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
11074,"woii minn gua mau bikin akun malah stak di foto gimna ini, udh make wifi pdhl udh berkali kali kg bisa payah",woii minn gua bikin akun stak foto gimna make wifi pdhl berkali kg bisa payah,0.0,foto:3,gua:-3,3.0,-3.0,likely_negative,payah,negative pattern in neutral score zero row
11082,okeee,okeee,0.0,,,0.0,0.0,ambiguous,,
11096,Mau login malah diarahin ke pembuatan rekening,login diarahin pembuatan rekening,0.0,,,0.0,0.0,ambiguous,,
11100,"Salah satu aplikasi mobile banking terbaik,yang banyak sekali manfaatnya dan bisa kita gunakan dimana saja dan kapan saja.",salah aplikasi mobile banking terbaik manfaatnya bisa kita gunakan dimana kapan,0.0,terbaik:5; manfaatnya:3,salah:-4; aplikasi:-4,8.0,-8.0,likely_positive,terbaik,positive pattern in neutral score zero row
11116,"Makin kesini makin lemot , mending gausah ada lagi jakone daripada nyusahin doang",kesini lambat mending gausah jakone nyusahin doang,0.0,lambat:1; mending:2; doang:1,gausah:-4,4.0,-4.0,likely_negative,lemot; lambat,negative pattern in neutral score zero row
11140,Mantaps,mantaps,0.0,,,0.0,0.0,likely_positive,mantap,positive pattern in neutral score zero row
11164,"Aplikasi bagus ,buka rekening juga gak ribet",aplikasi bagus buka rekening tidak ribet,0.0,bagus:2; buka:3; ribet:4,aplikasi:-4; tidak:-5,9.0,-9.0,ambiguous,bagus; ribet,
11174,Pasang App JakOne mobile,pasang aplikasi jakone mobile,0.0,pasang:4,aplikasi:-4,4.0,-4.0,ambiguous,,
11178,JakOne Mobile MANTAAAPPP!!!!!!!!!!!!!!,jakone mobile mantaaappp,0.0,,,0.0,0.0,ambiguous,,
11180,keren,keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
11187,aplikasi yang sangat Membantu,aplikasi membantu,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu,positive pattern in neutral score zero row
11193,Keren banget aplikasi ringan mudah digunakan untuk orang awam sekalipun pokoknya the best lah jakone.,keren banget aplikasi ringan mudah digunakan orang awam sekalipun pokoknya the best jakone,0.0,banget:1; ringan:2; mudah:4,aplikasi:-4; pokoknya:-3,7.0,-7.0,likely_positive,mudah digunakan; keren,positive pattern in neutral score zero row
11197,Terima kasih banyak JakOne sudah menjadi aplikasi yang bisa diandalkan kapanpun dan dimanapun,terima kasih jakone menjadi aplikasi bisa diandalkan kapanpun dimanapun,0.0,terima:2; kasih:2,aplikasi:-4,4.0,-4.0,ambiguous,,
11205,Aplikasi yang sangat mudah di gunakan,aplikasi mudah gunakan,0.0,mudah:4,aplikasi:-4,4.0,-4.0,likely_positive,aplikasi mudah,positive pattern in neutral score zero row
11210,"belajarlah dari bank swasta lain, contoh Mybca, livin atau brimo",belajarlah bank swasta contoh mybca livin brimo,0.0,,,0.0,0.0,ambiguous,,
11229,Semoga banyak lagi fitur²nya,semoga fitur nya,0.0,,,0.0,0.0,ambiguous,,
11231,"Aplikasi ini bagus banget semua fitur-fiturnya mudah dimengerti, dan bisa di pakai buat beli pulsa, bayar tagihan, dll. recommend bgt apk ini🥰",aplikasi bagus banget fitur fiturnya mudah dimengerti bisa pakai beli pulsa bayar tagihan dll recommend banget aplikasi,0.0,bagus:2; banget:1; mudah:4; beli:2; bayar:1; banget:1,aplikasi:-4; pulsa:-3; aplikasi:-4,11.0,-11.0,likely_positive,bagus,positive pattern in neutral score zero row
11241,Aplikasi ini nyaman digunakan,aplikasi nyaman digunakan,0.0,nyaman:4,aplikasi:-4,4.0,-4.0,likely_positive,nyaman,positive pattern in neutral score zero row
11253,"Proses transaksinya cepet banget, registraingak ribet. Cs nya helpful, keren lah JakOne",proses transaksinya cepet banget registraingak ribet cs nya helpful keren jakone,0.0,proses:1; cepet:2; banget:1,ribet:-4,4.0,-4.0,ambiguous,keren; ribet,
11267,aplikasinya sangat membantu sekalii,aplikasi membantu sekalii,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu; membantu sekali,positive pattern in neutral score zero row
11271,"Aplikasi nya efesien, serba ada dan gampang dipake",aplikasi nya efesien serba gampang dipake,0.0,gampang:4,aplikasi:-4,4.0,-4.0,ambiguous,,
11277,"Apk gak jelas, opsi transfer cuma antar bank DKI, transaksi scan QRIS gagal tapi saldo kepotong, aneh...Cs dihub sibuk terus, sangat merugikan",aplikasi tidak jelas opsi transfer antar bank dki transaksi scan qris gagal saldo kepotong aneh cs dihub sibuk merugikan,0.0,transaksi:4; saldo:2; aneh:4; sibuk:4,aplikasi:-4; tidak:-5; jelas:-1; gagal:-4,14.0,-14.0,ambiguous,,
11293,"Dari lebaran sampai hari ini masih aja error, semua duit gue di bank DKI weeh sedangkan Mbanking kaga bisa dibuka, terus mau ngambil duit pake ATM jg duitnya kaga bisa keluar. Tolong dong di TL ini, masa iyaa kita para nasabah DKI harus nunggu selama ini?",lebaran hari error duit gue bank dki weeh sedangkan mbanking kaga bisa dibuka ngambil duit pakai atm jg duitnya kaga bisa keluar tolong tl masa iyaa kita nasabah dki nunggu selama,0.0,tolong:3; nasabah:4; nunggu:1,error:-5; keluar:-3,8.0,-8.0,likely_negative,error,negative pattern in neutral score zero row
11332,Mantaaap.... Bank DKI Luar Biasa 👍🏻,mantaaap bank dki,0.0,,,0.0,0.0,ambiguous,,
11339,Ini saya mau pindah device verifikasi selalu gagal padahal semua data sudah sesuai tolong follow up nya.,pindah device verifikasi gagal padahal data sesuai tolong follow up nya,0.0,pindah:1; sesuai:3; tolong:3,gagal:-4; data:-3,7.0,-7.0,likely_negative,verifikasi gagal,negative pattern in neutral score zero row
11363,BANK DAERAH TERBURUK YG PERNAH ADA,bank daerah terburuk,0.0,,,0.0,0.0,likely_negative,buruk,negative pattern in neutral score zero row
11366,Mangstabs,mangstabs,0.0,,,0.0,0.0,ambiguous,,
11384,"setelah ada notif ""transaksi baru bisa digunakan kembali setelah lampu di aplikasi berwarna hijau""... hiih abis maintenance malah ga bisa login. alhasil akun terkunci hadeuh",setelah notif transaksi bisa digunakan setelah lampu aplikasi berwarna hijau hiih abis maintenance tidak bisa login alhasil akun terkunci hadeuh,0.0,transaksi:4; lampu:4; hijau:3; abis:1,aplikasi:-4; berwarna:-3; tidak:-5,12.0,-12.0,likely_negative,tidak bisa login,negative pattern in neutral score zero row
11408,Kenapa Bank DKI kga ada BI Fast transfer bank lain 2500?,kenapa bank dki kga bi fast transfer bank 2500,0.0,,,0.0,0.0,ambiguous,,
11412,KEREN JAKONE MOBILE PT.BANK DKI👍👍👍👍🙏,keren jakone mobile pt bank dki,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
11417,Ko otp ku lama sekali,ko otp ku,0.0,,,0.0,0.0,ambiguous,,
11424,"aplikasi yang memudahkan penggunanya, fitur fitur nya sangat lengkap, lancar dan tidak lag.",aplikasi memudahkan penggunanya fitur fitur nya lengkap lancar tidak lag,0.0,memudahkan:3; lengkap:2; lancar:4,aplikasi:-4; tidak:-5,9.0,-9.0,likely_positive,lancar; memudahkan,positive pattern in neutral score zero row
11430,"Untuk layanan kartu Tri kesulitan untuk login aplikasi padahal kuota dan sinyal bagus, tolong segera diperbaiki !",layanan kartu tri kesulitan login aplikasi padahal kuota sinyal bagus tolong segera diperbaiki,0.0,layanan:3; bagus:2; tolong:3; segera:3,kesulitan:-5; aplikasi:-4; kuota:-2,11.0,-11.0,likely_positive,bagus,positive pattern in neutral score zero row
11437,tolong dong ini verif wajah ga bisa mulu kenapa si,tolong verif wajah tidak bisa mulu kenapa si,0.0,tolong:3; mulu:2,tidak:-5,5.0,-5.0,ambiguous,,
11452,Thank you to made this amazing app????????????????????????????????????????,thank you to made this amazing aplikasi,0.0,thank:4,aplikasi:-4,4.0,-4.0,ambiguous,,
11458,gokil,gokil,0.0,,,0.0,0.0,ambiguous,,
11467,login sangat sulit,login sulit,0.0,,,0.0,0.0,likely_negative,sulit login,negative pattern in neutral score zero row
11486,fitur-fitur yang ada di aplikasi mbanking ini sangat mudah dipahami. csnya juga responsif banget ketika dihubungi waktu ada problem tentang mbanking.. thanks jakone mobile,fitur fitur aplikasi mbanking mudah dipahami csnya responsif banget dihubungi problem mbanking thanks jakone mobile,0.0,mudah:4; banget:1; thanks:3,aplikasi:-4; problem:-4,8.0,-8.0,likely_positive,responsif,positive pattern in neutral score zero row
11488,payah sulit diakses,payah sulit diakses,0.0,,,0.0,0.0,likely_negative,payah,negative pattern in neutral score zero row
11489,mantaf,mantaf,0.0,,,0.0,0.0,ambiguous,,
11499,Mantabs,mantabs,0.0,,,0.0,0.0,ambiguous,,
11505,keren,keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
11526,ini kpn bisa TF antar bank lain woyyyyy ???,kpn bisa transfer antar bank woyyyyy,0.0,,,0.0,0.0,ambiguous,,
11530,Keren,keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
11531,Terima kasih Aplikasinya semankin mqntap,terima kasih aplikasi semankin mqntap,0.0,terima:2; kasih:2,aplikasi:-4,4.0,-4.0,ambiguous,,
11536,User friendly,user friendly,0.0,,,0.0,0.0,ambiguous,,
11547,Cacqt,cacqt,0.0,,,0.0,0.0,ambiguous,,
11553,dapat duit,duit,0.0,,,0.0,0.0,ambiguous,,
11571,ganti hape registrasi ulang eror 0404 terussss.. help,ganti hape registrasi ulang error 0404 terussss help,0.0,ganti:3; help:2,error:-5,5.0,-5.0,likely_negative,error; eror,negative pattern in neutral score zero row
11576,nah gtu diperbaiki,nah gtu diperbaiki,0.0,,,0.0,0.0,ambiguous,,
11599,Keren nih salah satu aplikasi keuangan yang mudah digunakan dan gak ribet Simpel dan ringan digunakan,keren nih salah aplikasi keuangan mudah digunakan tidak ribet simpel ringan digunakan,0.0,mudah:4; ribet:4; simpel:3; ringan:2,salah:-4; aplikasi:-4; tidak:-5,13.0,-13.0,ambiguous,mudah digunakan; simpel; keren; ribet,
11609,tol,tol,0.0,,,0.0,0.0,ambiguous,,
11621,"Aplikasi ini adalah aplikasi yg dapat mempermudah bagi pengguna untuk melakukan transaksi pembayaran melalui qris, dll, aplikasi ini juga recommend deh untuk kalian yg pengen melalukan transaksi pembayaran non tunai✨👍",aplikasi aplikasi mempermudah pengguna melakukan transaksi pembayaran qris dll aplikasi recommend deh kalian pengen melalukan transaksi pembayaran non tunai,0.0,pengguna:1; transaksi:4; pengen:3; transaksi:4; tunai:3,aplikasi:-4; aplikasi:-4; mempermudah:-3; aplikasi:-4,15.0,-15.0,ambiguous,,
11626,baguss,baguss,0.0,,,0.0,0.0,likely_positive,bagus,positive pattern in neutral score zero row
11630,selalu cepat dah pelanannya,cepat dah pelanannya,0.0,cepat:3,dah:-3,3.0,-3.0,likely_positive,cepat,positive pattern in neutral score zero row
11644,"aplikasinya jempolan keren banget, fiturnya lengkap pula lagi.. bisa bayar segala macam kebutuhan kita jadi ga perlu repot2 lagi keluar rumah... tinggal dri apk ini 👍👍",aplikasi jempolan keren banget fiturnya lengkap bisa bayar kebutuhan kita tidak repot2 keluar rumah tinggal dri aplikasi,0.0,jempolan:4; banget:1; lengkap:2; bayar:1; kebutuhan:4; rumah:3; tinggal:1,aplikasi:-4; tidak:-5; keluar:-3; aplikasi:-4,16.0,-16.0,likely_positive,keren,positive pattern in neutral score zero row
11663,Mantapp Bank DKI,mantapp bank dki,0.0,,,0.0,0.0,likely_positive,mantap,positive pattern in neutral score zero row
11665,mantul pake jakone mobile....,mantul pakai jakone mobile,0.0,,,0.0,0.0,ambiguous,,
11671,Sungguh luar biasa aplikasi jakone mobile,sungguh aplikasi jakone mobile,0.0,sungguh:4,aplikasi:-4,4.0,-4.0,ambiguous,,
11672,keren,keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
11714,Makin kerenn jakone mobilenyàaa 🥰🥰,kerenn jakone mobileny aa,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
11719,JakPoin gunanya untuk apa yaa,jakpoin gunanya yaa,0.0,,,0.0,0.0,ambiguous,,
11720,"sangat membantu buat yang sering topup & bayar tagihan ini itu, ga lelet dan fiturnya banyak, tank you...",membantu topup bayar tagihan tidak lelet fiturnya tank you,0.0,membantu:4; bayar:1,tidak:-5,5.0,-5.0,likely_positive,sangat membantu,positive pattern in neutral score zero row
11737,"Kereen lah ,tingkatkan LG",kereen tingkatkan lg,0.0,,,0.0,0.0,ambiguous,,
11755,Luar biasa jsckOne semakin komplit aja fiturnya,jsckone komplit fiturnya,0.0,,,0.0,0.0,ambiguous,,
11766,sangat membantu dam memudahan dlm segala hal.. semoga bnyk diskon untuk pembelian pulsa atau token,membantu dam memudahan dlm semoga bnyk diskon pembelian pulsa token,0.0,membantu:4; diskon:2,dam:-3; pulsa:-3,6.0,-6.0,likely_positive,sangat membantu,positive pattern in neutral score zero row
11777,Aman,aman,0.0,,,0.0,0.0,ambiguous,,
11782,"tampilannya ga ribet, jadi mudahh dipahami sama pengguna baru 🫶🏻",tampilannya tidak ribet mudahh dipahami pengguna,0.0,ribet:4; pengguna:1,tidak:-5,5.0,-5.0,likely_negative,ribet,negative pattern in neutral score zero row
11788,Kereeenn,kereeenn,0.0,,,0.0,0.0,ambiguous,,
11807,One of the best app around. Easy to use. Sukses terus JakOne team!,one of the best aplikasi around easy to use sukses jakone team,0.0,sukses:3; team:1,aplikasi:-4,4.0,-4.0,ambiguous,,
11830,Jakone mobile cukup baik,jakone mobile,0.0,,,0.0,0.0,ambiguous,,
11833,ada banyak benefit gratis untuk aplikasi ini mendapatkan reward 600 ribu saat mendaftar,benefit gratis aplikasi mendapatkan reward 600 ribu mendaftar,0.0,gratis:4,aplikasi:-4,4.0,-4.0,ambiguous,,
11840,Fitur untuk Download e_Statment diadakan lagi Min. Tks,fitur download e statment diadakan min tks,0.0,,,0.0,0.0,ambiguous,,
11862,"Update versi baru,,kirain lebih worth it,, eh ternyata susah bnget kebuka aplikasi nya,, cma loading aja, sekali nya kebuka jga harus bener² jaringan stabil dan di luar jam² gk sibuk layanan,,, perbaiki layanan servernya dong",update versi kirain lebih worth it eh ternyata susah bnget kebuka aplikasi nya cma loading nya kebuka jga bener jaringan stabil jam tidak sibuk layanan perbaiki layanan servernya,0.0,lebih:1; bener:3; jaringan:3; stabil:3; layanan:3; layanan:3,susah:-3; aplikasi:-4; tidak:-5; sibuk:-4,16.0,-16.0,ambiguous,,
11874,Mantapp,mantapp,0.0,,,0.0,0.0,likely_positive,mantap,positive pattern in neutral score zero row
11895,Mantaabbb,mantaabbb,0.0,,,0.0,0.0,ambiguous,,
11899,Kemana fitur bi fast nya?,kemana fitur bi fast nya,0.0,,,0.0,0.0,ambiguous,,
11915,Bank DKI udah baik banyak fitur2 yg ada,bank dki udah fitur2,0.0,,,0.0,0.0,ambiguous,,
11947,"Ada banyak benetif gratis untuk aplikasi ini, mendapatkan reward Rp 600rb saat mendaftar.Jakone Mobile",benetif gratis aplikasi mendapatkan reward rp 600rb mendaftar jakone mobile,0.0,gratis:4,aplikasi:-4,4.0,-4.0,ambiguous,,
11960,Aplikasi terbaru tapi malah mempersulit!! Selalu mnta upgrade terus²an!!,aplikasi terbaru mempersulit mnta upgrade an,0.0,terbaru:4,aplikasi:-4,4.0,-4.0,ambiguous,,
11968,lemoot sama gangguan trus,lemoot gangguan,0.0,,,0.0,0.0,ambiguous,,
11975,Mntaappppp,mntaappppp,0.0,,,0.0,0.0,ambiguous,,
11983,terbelokir,terbelokir,0.0,,,0.0,0.0,ambiguous,,
11993,"aplikasi ini sering banget ngalamin gangguan. apalagi pas momen lebaran ini. telpon CSnya, malah dijawab : nomor yang Anda tuju tidak terdaftar, W. O. W BANGETTTTTTTTTTTTT. kalau tidak ada perbaikan layanan, nasabah pasti akan selalu memindahkan dananya ke bank lain.",aplikasi banget ngalamin gangguan apalagi pas momen lebaran telpon csnya dijawab nomor tuju tidak terdaftar w o w bangettttttttttttt tidak perbaikan layanan nasabah pasti memindahkan dananya bank,0.0,banget:1; pas:3; tuju:3; layanan:3; nasabah:4; pasti:3; memindahkan:1,aplikasi:-4; tidak:-5; terdaftar:-1; tidak:-5; perbaikan:-3,18.0,-18.0,ambiguous,,
12017,"Kadang kadang gak bisa ke buka aplikasi'y, selalu ada tulisan update",kadang kadang tidak bisa buka aplikasi y tulisan update,0.0,kadang:3; kadang:3; buka:3,tidak:-5; aplikasi:-4,9.0,-9.0,ambiguous,,
12026,Aplikasi keren dan sangat membantu,aplikasi keren membantu,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu; keren,positive pattern in neutral score zero row
12038,mantaaflah,mantaaflah,0.0,,,0.0,0.0,ambiguous,,
12046,Sangat bagussss,bagussss,0.0,,,0.0,0.0,likely_positive,bagus,positive pattern in neutral score zero row
12063,ini kenapa saya gabisa login ya padahal sudah pengajuan untuk membuat mbangking,kenapa tidak bisa login ya padahal pengajuan membuat mbangking,0.0,ya:4; membuat:1,tidak:-5,5.0,-5.0,likely_negative,tidak bisa login,negative pattern in neutral score zero row
12076,"untuk programmer nya tolong di perbaiki segera,karna sampai saat ini skrg tdk bisa untuk transfer e wallet ataupun menarik uang secara offline di ATM nya...parah bngt programmer nya untuk program nya lama bngt untuk memperbarui perangkat nya",programmer nya tolong perbaiki segera skrg tidak bisa transfer e wallet ataupun menarik uang secara offline atm nya parah bngt programmer nya program nya bngt memperbarui perangkat nya,0.0,tolong:3; segera:3; menarik:4,tidak:-5; parah:-5,10.0,-10.0,likely_negative,parah,negative pattern in neutral score zero row
12078,Minta updte terus...males mending versi yg lama,minta updte males mending versi,0.0,minta:2; mending:2,males:-4,4.0,-4.0,ambiguous,,
12119,Keren,keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
12129,mantappppp,mantappppp,0.0,,,0.0,0.0,likely_positive,mantap,positive pattern in neutral score zero row
12148,Mantaps,mantaps,0.0,,,0.0,0.0,likely_positive,mantap,positive pattern in neutral score zero row
12152,"eror sdh 3 hari tidak bisa transfer ke bank Laen, top up ke dana, gopay , bayar Qris dll",error 3 hari tidak bisa transfer bank laen top up dana gopay bayar qris dll,0.0,top:5; dana:4; bayar:1,error:-5; tidak:-5,10.0,-10.0,likely_negative,error; eror,negative pattern in neutral score zero row
12177,"Aplikasi yg sangat menarik karena fiturnya lengkap, dan tidak ribet cara menggunakannya. Sangat ringan pula aplikasinya jdi tak membebani hp.. recomended bgt dech...",aplikasi menarik fiturnya lengkap tidak ribet menggunakannya ringan aplikasi jdi tak membebani hp recomended banget dech,0.0,menarik:4; lengkap:2; ribet:4; ringan:2; banget:1,aplikasi:-4; tidak:-5; aplikasi:-4,13.0,-13.0,likely_negative,ribet,negative pattern in neutral score zero row
12187,Aplikasinya sering loading lama setiap kali buka dan bahkan suka error. Bikin naik darah yg ada. Saran saya jangan menggunakan dan menabung di bank ini deh klo sistemnya gak diperbaiki.,aplikasi loading setiap buka bahkan suka error bikin naik darah saran jangan menggunakan menabung bank deh klo sistemnya tidak diperbaiki,0.0,buka:3; suka:3; naik:1; darah:4; saran:2; menabung:4,aplikasi:-4; error:-5; jangan:-3; tidak:-5,17.0,-17.0,likely_negative,error,negative pattern in neutral score zero row
12217,"Aplikasi nya sangat bagus, Pitur lengkap",aplikasi nya bagus pitur lengkap,0.0,bagus:2; lengkap:2,aplikasi:-4,4.0,-4.0,likely_positive,bagus,positive pattern in neutral score zero row
12227,Update selalu,update,0.0,,,0.0,0.0,ambiguous,,
12234,Aplikasi yang gampang dengan pendaftaranya,aplikasi gampang pendaftaranya,0.0,gampang:4,aplikasi:-4,4.0,-4.0,ambiguous,,
12242,Masih blm bisa login,belum bisa login,0.0,,,0.0,0.0,ambiguous,,
12247,Mempermudah transaksi trus ga ribet sama sekali,mempermudah transaksi tidak ribet,0.0,transaksi:4; ribet:4,mempermudah:-3; tidak:-5,8.0,-8.0,likely_negative,ribet,negative pattern in neutral score zero row
12271,Aplikasi yang memudahkan aku untuk melakukan pembayaran dan juga memberikan fitur untuk mengetahui lokasi ATM terdekat dan lokasi merchant👍,aplikasi memudahkan melakukan pembayaran memberikan fitur mengetahui lokasi atm terdekat lokasi merchant,0.0,memudahkan:3; terdekat:1,aplikasi:-4,4.0,-4.0,likely_positive,memudahkan,positive pattern in neutral score zero row
12272,Ada banyak benefit gratis untuk aplikasi ini. Mendapatkan Reward Rp 600 ribu saat mendaftar,benefit gratis aplikasi mendapatkan reward rp 600 ribu mendaftar,0.0,gratis:4,aplikasi:-4,4.0,-4.0,ambiguous,,
12283,Keren,keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
12296,bapuk kgk bisa buka akun,bapuk kgk bisa buka akun,0.0,buka:3,kgk:-3,3.0,-3.0,ambiguous,,
12300,Makin maju kedepan lagi,maju kedepan,0.0,,,0.0,0.0,ambiguous,,
12302,Setelah ganti device malah loading terus g bisa kebuka ...lemot bgt,setelah ganti device loading tidak bisa kebuka lambat banget,0.0,ganti:3; lambat:1; banget:1,tidak:-5,5.0,-5.0,likely_negative,lemot; lambat,negative pattern in neutral score zero row
12366,SERVERNYA TERLALU LELET SAAT DIGUNAKAN,servernya lelet digunakan,0.0,,,0.0,0.0,ambiguous,,
12376,Sangat baguss,baguss,0.0,,,0.0,0.0,likely_positive,bagus,positive pattern in neutral score zero row
12382,"aplikasi aneh,tiba "" tidak bisa login mbanking namun setelah di coba LG, password terblokir... tolong lah perbaiki, lalu bagaimana ini",aplikasi aneh tiba tidak bisa login mbanking setelah coba lg password terblokir tolong perbaiki,0.0,aneh:4; coba:2; tolong:3,aplikasi:-4; tidak:-5,9.0,-9.0,likely_negative,tidak bisa login,negative pattern in neutral score zero row
12394,M bankingnya pliss bank dki segera diperbaiki.. soalnya jdi sulit transaksi.. hrus pakai wifi dlu bru bisa.. ga bisa pake paketan. Klo lagi urgen bikin emosi..,m bankingnya pliss bank dki segera diperbaiki soalnya jdi sulit transaksi hrus pakai wifi dlu bru bisa tidak bisa pakai paketan klo urgen bikin emosi,0.0,segera:3; transaksi:4; emosi:3,soalnya:-1; tidak:-5; urgen:-4,10.0,-10.0,ambiguous,,
12410,Manteppp brooo.. Recomentdet,manteppp brooo recomentdet,0.0,,,0.0,0.0,ambiguous,,
12411,"berguna banget aplikasi nyaa, dan ga ngelag gituu. fitur fiturnya juga oke semuanyaa, next makinn sukses yaa JakOne Mobile ♥️",berguna banget aplikasi nyaa tidak ngelag gituu fitur fiturnya oke semuanyaa next makinn sukses yaa jakone mobile,0.0,berguna:5; banget:1; oke:2; sukses:3,aplikasi:-4; tidak:-5; next:-2,11.0,-11.0,likely_positive,berguna,positive pattern in neutral score zero row
12415,banyak fitur yg di tiadakan,fitur tiadakan,0.0,,,0.0,0.0,ambiguous,,
12424,Knpa iya kalo TF ke dana duit saya ngak nyampe tapi saldo ATM saya ke ambil tolong urus masalah ini dong,knpa iya transfer dana duit ngak nyampe saldo atm ambil tolong urus masalah,0.0,dana:4; saldo:2; tolong:3,ambil:-5; masalah:-4,9.0,-9.0,ambiguous,,
12427,"Berbenah dong, sekelas Bank DKI loe bisa ngaco gini",berbenah sekelas bank dki loe bisa ngaco gini,0.0,,,0.0,0.0,ambiguous,,
12442,mantul,mantul,0.0,,,0.0,0.0,ambiguous,,
12467,Mantappp,mantappp,0.0,,,0.0,0.0,likely_positive,mantap,positive pattern in neutral score zero row
12474,apalah bermasalah Mulu,apalah bermasalah mulu,0.0,mulu:2,apalah:-2,2.0,-2.0,ambiguous,,
12490,propsional layanannya,propsional layanannya,0.0,,,0.0,0.0,ambiguous,,
12551,Knp Jack one mobile yg baru kok malah sering banget error ya...,knp jack one mobile kok banget error ya,0.0,banget:1; ya:4,error:-5,5.0,-5.0,likely_negative,error,negative pattern in neutral score zero row
12554,Mau gangguan sampe kapan nih?,gangguan sampe kapan nih,0.0,,,0.0,0.0,ambiguous,,
12572,keren,keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
12585,Mobile banking terpayah si ini,mobile banking terpayah si,0.0,,,0.0,0.0,likely_negative,payah,negative pattern in neutral score zero row
12593,"kenapa saya sudah mempunyai rekening terdaftar malah disuruh memasukan data diri lagi, tolong kenapa susah sekali untuk mendaftar jakone mobile?",kenapa mempunyai rekening terdaftar disuruh memasukan data tolong kenapa susah mendaftar jakone mobile,0.0,mempunyai:4; terdaftar:1; tolong:3,disuruh:-2; data:-3; susah:-3,8.0,-8.0,ambiguous,,
12595,"tolong perbaiki masa G""bisa buat trnsfer bank lain bisa'a sesama DKI prcuma ada'a jakon mobile kalau kaya gini mah",tolong perbaiki masa tidak bisa trnsfer bank bisa a sesama dki prcuma a jakon mobile kaya gini mah,0.0,tolong:3; kaya:2,tidak:-5,5.0,-5.0,ambiguous,,
12616,Aplikasi nya sangat bagus dan fitur fitur nya juga sangat lengkap 🥰,aplikasi nya bagus fitur fitur nya lengkap,0.0,bagus:2; lengkap:2,aplikasi:-4,4.0,-4.0,likely_positive,bagus,positive pattern in neutral score zero row
12630,Udah saya uninstal saya download lagi ttp aja muter² terus min,udah uninstal download ttp muter min,0.0,,,0.0,0.0,ambiguous,,
12671,aplikasi maksud masa saya top up dana cuma 1 kali dimutasi malah jadi 2 kali sih apk sampah gajelas ngerugiin banyak orang,aplikasi maksud masa top up dana 1 dimutasi 2 sih aplikasi sampah gajelas ngerugiin orang,0.0,maksud:3; top:5; dana:4,aplikasi:-4; aplikasi:-4; sampah:-4,12.0,-12.0,ambiguous,,
12679,aplikasi mudah di gunakan,aplikasi mudah gunakan,0.0,mudah:4,aplikasi:-4,4.0,-4.0,likely_positive,aplikasi mudah,positive pattern in neutral score zero row
12684,"Apk sangat membantu,,ada qris nya jga.",aplikasi membantu qris nya jga,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu,positive pattern in neutral score zero row
12697,gue gbsa verifikasi wajah dari tadi bgsd,gue gbsa verifikasi wajah bgsd,0.0,,,0.0,0.0,ambiguous,,
12698,Tingkatkan,tingkatkan,0.0,,,0.0,0.0,ambiguous,,
12728,"Saya baru mencoba aplikasi ini, fiturnya pembayaran nya kumplit, mudah.",mencoba aplikasi fiturnya pembayaran nya kumplit mudah,0.0,mudah:4,aplikasi:-4,4.0,-4.0,ambiguous,,
12738,Sudah Update,update,0.0,,,0.0,0.0,ambiguous,,
12745,Saya sudah pembelian kartu debit ko kartu nya belum sampai ke rumahku,pembelian kartu debit ko kartu nya belum rumahku,0.0,,,0.0,0.0,ambiguous,,
12754,Fitur tarik tunai tanpa kartu kenapa ga ada lagi? Apa ada cara baru?,fitur tarik tunai kartu kenapa tidak,0.0,tarik:2; tunai:3,tidak:-5,5.0,-5.0,ambiguous,,
12761,Okok,okok,0.0,,,0.0,0.0,ambiguous,,
12766,mbuh priwen,mbuh priwen,0.0,,,0.0,0.0,ambiguous,,
12767,Nice app.,nice aplikasi,0.0,nice:4,aplikasi:-4,4.0,-4.0,ambiguous,,
